ad_id,campaign_id,date,country,region,latitude,longitude,service,platform,campaign,impressions,clicks,conversions,ad_spend,attributed_revenue
AD-9111,CAM-852,2026-05-08,Botswana,Maun,-19.9833,23.4167,Process Optimisation,Instagram Ads,Lead Generation,67588,1724,119,28092.04,1650088.18
AD-7145,CAM-351,2026-05-08,Kenya,Nairobi,-1.2921,36.8219,Data Automation,Instagram Ads,Market Expansion,31800,2669,130,4975.37,1680414.54
AD-9639,CAM-153,2026-05-08,Namibia,Windhoek,-22.5609,17.0658,Forecasting Model,Facebook Ads,Growth Intelligence,58603,3675,201,36641.23,1728856.93
AD-5498,CAM-251,2026-05-08,Namibia,Windhoek,-22.5609,17.0658,Forecasting Model,Google Ads,AI Awareness,23604,1949,359,39593.15,3933962.27
AD-5304,CAM-422,2026-05-08,South Africa,Johannesburg,-26.2041,28.0473,BI Dashboard,YouTube Ads,AI Awareness,32891,2900,479,20160.76,6310918.83
AD-5275,CAM-857,2026-05-08,Namibia,Windhoek,-22.5609,17.0658,HR Analytics,Facebook Ads,Growth Intelligence,64357,1398,220,33600.54,701270.37
AD-7080,CAM-262,2026-05-08,Namibia,Windhoek,-22.5609,17.0658,BI Dashboard,Google Ads,AI Awareness,35715,2807,338,43080.42,2639197.84
AD-7303,CAM-815,2026-05-08,Botswana,Gaborone,-24.6282,25.9231,HR Analytics,LinkedIn Ads,Lead Generation,31436,3543,774,51459.91,10533341.36
AD-9622,CAM-741,2026-05-08,Namibia,Windhoek,-22.5609,17.0658,Data Automation,Google Ads,Market Expansion,46160,771,111,46914.69,1171777.03
AD-7307,CAM-351,2026-05-08,South Africa,Cape Town,-33.9249,18.4241,Process Optimisation,Facebook Ads,Market Expansion,35313,1903,133,22840.6,2006789.45
AD-6849,CAM-554,2026-05-08,South Africa,Cape Town,-33.9249,18.4241,Forecasting Model,Facebook Ads,Digital Efficiency,21291,1511,271,10949.57,3583394.02
AD-4460,CAM-226,2026-05-08,Botswana,Gaborone,-24.6282,25.9231,Data Automation,Facebook Ads,Growth Intelligence,42682,2362,283,16770.03,4341688.48
AD-7862,CAM-530,2026-05-08,South Africa,Johannesburg,-26.2041,28.0473,Data Automation,Google Ads,AI Awareness,16926,1880,397,16532.92,1705250.6
AD-2883,CAM-586,2026-05-08,South Africa,Johannesburg,-26.2041,28.0473,BI Dashboard,Facebook Ads,Growth Intelligence,81477,4087,661,27437.31,6323419.68
AD-4562,CAM-178,2026-05-08,Nigeria,Lagos,6.5244,3.3792,Forecasting Model,LinkedIn Ads,Digital Efficiency,61306,1936,69,31061.67,629171.89
AD-3308,CAM-410,2026-05-08,Nigeria,Lagos,6.5244,3.3792,BI Dashboard,Instagram Ads,Market Expansion,4224,64,5,48146.16,30010.83
AD-6081,CAM-640,2026-05-08,South Africa,Johannesburg,-26.2041,28.0473,Forecasting Model,LinkedIn Ads,Digital Efficiency,74451,3247,436,38825.63,5307700.27
AD-6827,CAM-146,2026-05-08,Zambia,Lusaka,-15.3875,28.3228,Process Optimisation,Facebook Ads,Lead Generation,4979,511,26,18509.13,102297.91
AD-5572,CAM-629,2026-05-08,Kenya,Nairobi,-1.2921,36.8219,Forecasting Model,LinkedIn Ads,AI Awareness,36615,2100,254,6210.68,3239699.71
AD-6768,CAM-748,2026-05-08,Nigeria,Lagos,6.5244,3.3792,BI Dashboard,YouTube Ads,Market Expansion,68728,2347,225,41446.54,1721896.02
AD-1972,CAM-351,2026-05-08,Zambia,Lusaka,-15.3875,28.3228,AI Chatbot,YouTube Ads,Digital Efficiency,60569,1554,309,16638.64,3306161.91
AD-1322,CAM-295,2026-05-08,South Africa,Johannesburg,-26.2041,28.0473,AI Chatbot,YouTube Ads,Digital Efficiency,45033,5322,353,7032.73,3532821.72
AD-5891,CAM-955,2026-05-08,Namibia,Windhoek,-22.5609,17.0658,Process Optimisation,YouTube Ads,Growth Intelligence,75548,5684,576,3022.67,9141327.57
AD-2164,CAM-559,2026-05-08,Zambia,Lusaka,-15.3875,28.3228,AI Chatbot,Google Ads,AI Awareness,65828,1081,61,3660.89,541390.5
AD-2782,CAM-886,2026-05-08,Namibia,Windhoek,-22.5609,17.0658,Process Optimisation,Instagram Ads,Digital Efficiency,14181,1246,153,13249.81,723460.18
AD-5510,CAM-648,2026-05-08,Nigeria,Lagos,6.5244,3.3792,Process Optimisation,Instagram Ads,Growth Intelligence,73089,3299,639,51306.56,4919391.78
AD-6006,CAM-629,2026-05-08,South Africa,Cape Town,-33.9249,18.4241,HR Analytics,YouTube Ads,Lead Generation,27636,1302,171,11848.81,2289263.33
AD-8654,CAM-163,2026-05-08,Botswana,Gaborone,-24.6282,25.9231,Forecasting Model,YouTube Ads,Digital Efficiency,18554,2030,368,14372.26,3703720.94
AD-5972,CAM-156,2026-05-08,Botswana,Francistown,-21.1702,27.5079,HR Analytics,YouTube Ads,Market Expansion,11103,999,39,42551.13,205929.91
AD-8810,CAM-885,2026-05-08,Botswana,Maun,-19.9833,23.4167,Forecasting Model,Instagram Ads,Market Expansion,27063,464,81,19564.82,351282.61
AD-9706,CAM-110,2026-05-08,Zimbabwe,Harare,-17.8292,31.0522,HR Analytics,LinkedIn Ads,Market Expansion,73940,6471,619,43189.41,7535157.79
AD-1234,CAM-665,2026-05-08,South Africa,Cape Town,-33.9249,18.4241,AI Chatbot,Google Ads,Digital Efficiency,29360,3456,325,5420.85,4193046.64
AD-4625,CAM-965,2026-05-08,Botswana,Gaborone,-24.6282,25.9231,HR Analytics,Instagram Ads,Lead Generation,72892,5830,287,33044.71,4104884.81
AD-1053,CAM-523,2026-05-08,Botswana,Gaborone,-24.6282,25.9231,Cybersecurity,YouTube Ads,Lead Generation,64311,2436,508,26363.41,3618729.77
AD-7485,CAM-725,2026-05-08,Botswana,Maun,-19.9833,23.4167,HR Analytics,Google Ads,AI Awareness,72937,1502,162,6524.92,2185345.13
AD-7000,CAM-947,2026-05-08,Botswana,Maun,-19.9833,23.4167,Process Optimisation,Facebook Ads,Market Expansion,17568,970,143,24804.27,1143802.64
AD-8890,CAM-145,2026-05-08,Zambia,Lusaka,-15.3875,28.3228,AI Chatbot,LinkedIn Ads,Market Expansion,30535,3199,377,4952.16,4651069.79
AD-5002,CAM-240,2026-05-08,Kenya,Nairobi,-1.2921,36.8219,HR Analytics,YouTube Ads,Digital Efficiency,68732,6219,993,45408.46,14895526.23
AD-8414,CAM-415,2026-05-08,South Africa,Cape Town,-33.9249,18.4241,Cybersecurity,LinkedIn Ads,Growth Intelligence,32670,1492,188,39556.58,1837909.49
AD-8177,CAM-572,2026-05-08,Namibia,Windhoek,-22.5609,17.0658,Data Automation,Instagram Ads,Market Expansion,71480,6332,588,48325.1,5109482.63
AD-4281,CAM-584,2026-05-08,Zimbabwe,Harare,-17.8292,31.0522,Cybersecurity,LinkedIn Ads,Growth Intelligence,32466,2480,517,7840.07,1745594.68
AD-3750,CAM-304,2026-05-08,Zimbabwe,Harare,-17.8292,31.0522,Cybersecurity,Instagram Ads,AI Awareness,78789,2318,503,6202.25,5783422.17
AD-2759,CAM-338,2026-05-08,Zimbabwe,Harare,-17.8292,31.0522,HR Analytics,Facebook Ads,Market Expansion,7999,947,135,18876.76,1561526.26
AD-4116,CAM-118,2026-05-08,Kenya,Nairobi,-1.2921,36.8219,AI Chatbot,Facebook Ads,Lead Generation,68929,2851,422,23526.16,6484453.76
AD-7899,CAM-402,2026-05-08,South Africa,Cape Town,-33.9249,18.4241,AI Chatbot,Facebook Ads,Digital Efficiency,21803,2590,337,40454.85,5281250.76
AD-2868,CAM-570,2026-05-08,Botswana,Gaborone,-24.6282,25.9231,Data Automation,YouTube Ads,AI Awareness,59237,2559,320,28079.36,3180059.04
AD-6724,CAM-460,2026-05-08,Zambia,Lusaka,-15.3875,28.3228,HR Analytics,LinkedIn Ads,Growth Intelligence,45167,4222,171,9007.02,1150397.18
AD-2859,CAM-659,2026-05-08,Namibia,Windhoek,-22.5609,17.0658,BI Dashboard,Google Ads,AI Awareness,78991,7027,1525,29574.45,9079265.42
AD-8591,CAM-390,2026-05-08,Kenya,Nairobi,-1.2921,36.8219,Process Optimisation,Google Ads,Market Expansion,55702,2933,253,6116.0,1194158.07
AD-9572,CAM-944,2026-05-08,South Africa,Johannesburg,-26.2041,28.0473,HR Analytics,Instagram Ads,Digital Efficiency,73071,3003,342,9315.11,3019594.48
AD-5716,CAM-392,2026-05-08,Nigeria,Lagos,6.5244,3.3792,Forecasting Model,Facebook Ads,Growth Intelligence,13660,744,158,39425.88,1719453.0
AD-5185,CAM-945,2026-05-08,Botswana,Francistown,-21.1702,27.5079,Cybersecurity,Google Ads,Lead Generation,80767,8655,1724,36908.95,24233769.28
AD-4858,CAM-909,2026-05-08,Namibia,Windhoek,-22.5609,17.0658,Process Optimisation,Facebook Ads,Digital Efficiency,37865,3347,203,28986.29,1805082.1
AD-1741,CAM-311,2026-05-08,South Africa,Johannesburg,-26.2041,28.0473,Data Automation,Instagram Ads,Lead Generation,54138,5164,258,5645.76,3404458.97
AD-1806,CAM-249,2026-05-08,Botswana,Francistown,-21.1702,27.5079,BI Dashboard,Instagram Ads,Digital Efficiency,61345,4341,504,30819.69,7954848.4
AD-1634,CAM-752,2026-05-08,Botswana,Francistown,-21.1702,27.5079,Process Optimisation,Facebook Ads,Digital Efficiency,72687,1963,220,18918.59,2542087.23
AD-6002,CAM-234,2026-05-08,Zambia,Lusaka,-15.3875,28.3228,Data Automation,Facebook Ads,Digital Efficiency,41683,1045,187,23100.75,2057264.13
AD-7650,CAM-961,2026-05-08,South Africa,Johannesburg,-26.2041,28.0473,Forecasting Model,LinkedIn Ads,Growth Intelligence,82466,5814,414,6150.47,2979922.52
AD-1665,CAM-593,2026-05-08,Namibia,Windhoek,-22.5609,17.0658,BI Dashboard,Instagram Ads,AI Awareness,53326,2961,483,29303.44,6680133.5
AD-6543,CAM-387,2026-05-08,South Africa,Johannesburg,-26.2041,28.0473,AI Chatbot,Instagram Ads,Growth Intelligence,27682,1088,114,14721.95,875383.45
AD-6381,CAM-812,2026-05-08,South Africa,Cape Town,-33.9249,18.4241,HR Analytics,YouTube Ads,Lead Generation,54029,2052,208,23980.41,1171403.42
AD-8364,CAM-212,2026-05-08,Botswana,Francistown,-21.1702,27.5079,Cybersecurity,Facebook Ads,Digital Efficiency,44329,724,80,8935.79,709352.47
AD-9440,CAM-702,2026-05-08,Kenya,Nairobi,-1.2921,36.8219,Process Optimisation,YouTube Ads,AI Awareness,76978,4310,339,32934.02,2960511.34
AD-3142,CAM-450,2026-05-08,Botswana,Gaborone,-24.6282,25.9231,BI Dashboard,YouTube Ads,AI Awareness,68340,7933,351,35148.36,1202580.81
AD-4119,CAM-242,2026-05-08,Zambia,Lusaka,-15.3875,28.3228,HR Analytics,Instagram Ads,Lead Generation,52848,4449,464,19260.11,6836235.37
AD-7766,CAM-324,2026-05-08,Kenya,Nairobi,-1.2921,36.8219,HR Analytics,LinkedIn Ads,Market Expansion,76845,8195,1603,27718.29,15505396.48
AD-8654,CAM-340,2026-05-08,Botswana,Maun,-19.9833,23.4167,Forecasting Model,Google Ads,AI Awareness,22884,2261,169,14931.3,2269051.78
AD-8273,CAM-780,2026-05-08,South Africa,Johannesburg,-26.2041,28.0473,Process Optimisation,Instagram Ads,Digital Efficiency,20148,602,120,24636.3,679225.38
AD-2232,CAM-325,2026-05-08,Botswana,Gaborone,-24.6282,25.9231,Process Optimisation,Google Ads,Digital Efficiency,53575,2429,344,38021.59,2946752.69
AD-6313,CAM-963,2026-05-08,South Africa,Johannesburg,-26.2041,28.0473,Forecasting Model,Facebook Ads,Digital Efficiency,73914,3974,527,31895.18,5407782.51
AD-2384,CAM-334,2026-05-08,South Africa,Johannesburg,-26.2041,28.0473,Cybersecurity,Facebook Ads,Market Expansion,30352,1489,303,32441.23,3498042.68
AD-8242,CAM-139,2026-05-08,Botswana,Francistown,-21.1702,27.5079,HR Analytics,Facebook Ads,Digital Efficiency,42682,835,39,14118.88,170178.12
AD-8618,CAM-570,2026-05-08,Zimbabwe,Harare,-17.8292,31.0522,Data Automation,YouTube Ads,Growth Intelligence,63063,2842,192,50009.02,1475977.22
AD-1697,CAM-132,2026-05-08,Kenya,Nairobi,-1.2921,36.8219,Cybersecurity,Instagram Ads,Growth Intelligence,66595,5799,1099,31354.18,8529800.47
AD-7043,CAM-984,2026-05-08,Zambia,Lusaka,-15.3875,28.3228,Data Automation,Google Ads,AI Awareness,3771,401,57,8954.54,174065.27
AD-2051,CAM-696,2026-05-08,Zimbabwe,Harare,-17.8292,31.0522,Process Optimisation,LinkedIn Ads,Growth Intelligence,34029,3894,636,3077.19,2860342.91
AD-5658,CAM-780,2026-05-08,Namibia,Windhoek,-22.5609,17.0658,AI Chatbot,Instagram Ads,Lead Generation,43807,4017,437,28502.72,4327072.4
AD-8241,CAM-703,2026-05-08,South Africa,Johannesburg,-26.2041,28.0473,AI Chatbot,Google Ads,Market Expansion,46735,5169,1131,11663.71,4307203.98
AD-8666,CAM-217,2026-05-08,Namibia,Windhoek,-22.5609,17.0658,BI Dashboard,LinkedIn Ads,Growth Intelligence,7405,781,157,43454.02,1259134.61
AD-4180,CAM-588,2026-05-08,Namibia,Windhoek,-22.5609,17.0658,Process Optimisation,LinkedIn Ads,Growth Intelligence,11332,786,71,18304.88,699299.02
AD-9618,CAM-813,2026-05-08,South Africa,Cape Town,-33.9249,18.4241,Data Automation,Instagram Ads,Digital Efficiency,29773,1329,170,27859.01,1417063.79
AD-3975,CAM-162,2026-05-08,Botswana,Maun,-19.9833,23.4167,Forecasting Model,LinkedIn Ads,Lead Generation,26217,416,71,3552.61,614748.09
AD-4550,CAM-379,2026-05-08,Botswana,Gaborone,-24.6282,25.9231,AI Chatbot,Instagram Ads,Growth Intelligence,23912,863,68,37786.78,226834.65
AD-6790,CAM-120,2026-05-08,South Africa,Johannesburg,-26.2041,28.0473,Process Optimisation,Google Ads,AI Awareness,53002,3805,749,49360.97,11343719.57
AD-6595,CAM-561,2026-05-08,Zimbabwe,Harare,-17.8292,31.0522,AI Chatbot,Instagram Ads,Growth Intelligence,78902,2090,277,39677.33,3096201.39
AD-9388,CAM-464,2026-05-08,Botswana,Francistown,-21.1702,27.5079,BI Dashboard,Facebook Ads,Market Expansion,14673,400,24,17162.48,337365.58
AD-2358,CAM-568,2026-05-08,Kenya,Nairobi,-1.2921,36.8219,Cybersecurity,LinkedIn Ads,Lead Generation,52971,3945,341,51847.41,5025620.43
AD-1131,CAM-441,2026-05-08,South Africa,Cape Town,-33.9249,18.4241,Data Automation,YouTube Ads,Market Expansion,29644,1699,317,31442.37,3279977.41
AD-4148,CAM-308,2026-05-08,Kenya,Nairobi,-1.2921,36.8219,AI Chatbot,YouTube Ads,Lead Generation,56080,2839,262,16596.22,1024693.72
AD-3578,CAM-304,2026-05-08,Botswana,Francistown,-21.1702,27.5079,AI Chatbot,LinkedIn Ads,Market Expansion,41383,1373,244,51191.33,3341097.79
AD-2778,CAM-149,2026-05-08,Botswana,Maun,-19.9833,23.4167,Cybersecurity,Facebook Ads,Digital Efficiency,61875,3578,515,21674.66,4263082.19
AD-2378,CAM-504,2026-05-08,Nigeria,Lagos,6.5244,3.3792,BI Dashboard,Instagram Ads,Lead Generation,22431,1013,30,17045.81,342490.83
AD-8150,CAM-606,2026-05-08,Botswana,Francistown,-21.1702,27.5079,BI Dashboard,Facebook Ads,Market Expansion,9069,894,114,31532.28,339261.44
AD-9182,CAM-189,2026-05-08,Botswana,Gaborone,-24.6282,25.9231,HR Analytics,Facebook Ads,Digital Efficiency,80824,7224,1473,40705.16,6532507.28
AD-8139,CAM-571,2026-05-08,Kenya,Nairobi,-1.2921,36.8219,AI Chatbot,YouTube Ads,Growth Intelligence,84798,9151,1898,5996.16,19021193.69
AD-9082,CAM-787,2026-05-08,South Africa,Johannesburg,-26.2041,28.0473,BI Dashboard,YouTube Ads,Lead Generation,30224,1804,347,43218.18,4851821.86
AD-7822,CAM-749,2026-05-08,Namibia,Windhoek,-22.5609,17.0658,Cybersecurity,Facebook Ads,Lead Generation,61805,5445,790,48927.65,7337012.36
AD-8029,CAM-846,2026-05-08,Botswana,Francistown,-21.1702,27.5079,Data Automation,YouTube Ads,AI Awareness,7386,590,26,3902.55,157717.01
AD-5345,CAM-640,2026-05-08,Nigeria,Lagos,6.5244,3.3792,Forecasting Model,Instagram Ads,Digital Efficiency,45194,3269,376,42816.79,3821506.2
AD-6209,CAM-906,2026-05-08,South Africa,Johannesburg,-26.2041,28.0473,HR Analytics,YouTube Ads,Market Expansion,25526,2550,434,30403.04,3309704.45
AD-9303,CAM-949,2026-05-08,South Africa,Johannesburg,-26.2041,28.0473,AI Chatbot,Facebook Ads,Market Expansion,12607,656,86,22057.77,790207.97
AD-2541,CAM-226,2026-05-08,Botswana,Gaborone,-24.6282,25.9231,AI Chatbot,Instagram Ads,Digital Efficiency,6960,265,35,37411.4,289763.24
AD-9931,CAM-506,2026-05-08,Zambia,Lusaka,-15.3875,28.3228,Cybersecurity,LinkedIn Ads,Market Expansion,63500,6442,1026,51617.15,5836597.35
AD-2386,CAM-152,2026-05-08,South Africa,Cape Town,-33.9249,18.4241,HR Analytics,Instagram Ads,Lead Generation,24755,2950,316,49738.05,1328553.82
AD-9415,CAM-309,2026-05-08,Botswana,Maun,-19.9833,23.4167,Cybersecurity,Google Ads,Digital Efficiency,69051,2243,110,48730.12,746592.56
AD-1031,CAM-570,2026-05-08,Kenya,Nairobi,-1.2921,36.8219,AI Chatbot,LinkedIn Ads,Market Expansion,45734,2067,260,47894.77,3822517.71
AD-3629,CAM-160,2026-05-08,Nigeria,Lagos,6.5244,3.3792,AI Chatbot,Instagram Ads,AI Awareness,22546,1815,63,7297.89,267421.25
AD-7096,CAM-534,2026-05-08,South Africa,Johannesburg,-26.2041,28.0473,BI Dashboard,YouTube Ads,Lead Generation,25092,2643,461,24703.04,2260174.89
AD-4318,CAM-459,2026-05-08,South Africa,Johannesburg,-26.2041,28.0473,Data Automation,Facebook Ads,Lead Generation,25133,2844,179,48471.95,1783845.15
AD-3219,CAM-851,2026-05-08,Botswana,Gaborone,-24.6282,25.9231,AI Chatbot,Facebook Ads,Growth Intelligence,42959,3844,741,49187.91,7991429.31
AD-2522,CAM-564,2026-05-08,Nigeria,Lagos,6.5244,3.3792,HR Analytics,Facebook Ads,Digital Efficiency,12444,1006,204,42480.31,2434554.62
AD-9214,CAM-583,2026-05-08,Nigeria,Lagos,6.5244,3.3792,AI Chatbot,LinkedIn Ads,Growth Intelligence,10666,373,73,31963.52,564437.45
AD-1196,CAM-277,2026-05-08,South Africa,Cape Town,-33.9249,18.4241,BI Dashboard,Google Ads,Digital Efficiency,84078,4881,514,5606.32,2042590.34
AD-8192,CAM-455,2026-05-08,Kenya,Nairobi,-1.2921,36.8219,BI Dashboard,Facebook Ads,Growth Intelligence,39291,3425,602,2655.65,5395913.4
AD-4126,CAM-807,2026-05-08,Namibia,Windhoek,-22.5609,17.0658,BI Dashboard,LinkedIn Ads,Lead Generation,24984,2774,114,19912.31,1639261.95
AD-2357,CAM-962,2026-05-08,Kenya,Nairobi,-1.2921,36.8219,BI Dashboard,LinkedIn Ads,Lead Generation,81234,4351,411,23539.75,4671871.52
AD-6578,CAM-900,2026-05-08,South Africa,Cape Town,-33.9249,18.4241,Cybersecurity,LinkedIn Ads,Market Expansion,60114,2067,397,22236.3,2804126.33
AD-7313,CAM-559,2026-05-08,Zambia,Lusaka,-15.3875,28.3228,Forecasting Model,Facebook Ads,Growth Intelligence,84484,8358,1770,4732.7,25998372.04
AD-3868,CAM-859,2026-05-08,Zambia,Lusaka,-15.3875,28.3228,Cybersecurity,Facebook Ads,AI Awareness,63940,5185,304,38865.91,2234471.92
AD-6438,CAM-116,2026-05-08,Namibia,Windhoek,-22.5609,17.0658,AI Chatbot,Instagram Ads,Market Expansion,28000,2569,510,32971.77,5438225.16
AD-4757,CAM-812,2026-05-08,Botswana,Francistown,-21.1702,27.5079,Cybersecurity,LinkedIn Ads,Digital Efficiency,59201,4674,734,18146.82,10921289.16
AD-4835,CAM-142,2026-05-08,South Africa,Johannesburg,-26.2041,28.0473,Process Optimisation,LinkedIn Ads,Digital Efficiency,28825,3351,183,29339.88,726357.15
AD-8088,CAM-908,2026-05-08,Botswana,Maun,-19.9833,23.4167,BI Dashboard,Instagram Ads,Digital Efficiency,24094,384,48,30667.39,398525.33
AD-7065,CAM-871,2026-05-08,Botswana,Maun,-19.9833,23.4167,Data Automation,Google Ads,Growth Intelligence,21905,1778,119,49601.04,1836969.2
AD-3813,CAM-336,2026-05-08,Botswana,Francistown,-21.1702,27.5079,Process Optimisation,YouTube Ads,AI Awareness,47504,1945,187,31708.32,2746928.21
AD-2203,CAM-110,2026-05-08,South Africa,Cape Town,-33.9249,18.4241,Data Automation,LinkedIn Ads,Market Expansion,62982,2156,71,47738.66,731003.53
AD-4212,CAM-390,2026-05-08,South Africa,Cape Town,-33.9249,18.4241,AI Chatbot,Facebook Ads,Growth Intelligence,11561,1215,82,9988.14,509843.72
AD-5224,CAM-936,2026-05-08,Nigeria,Lagos,6.5244,3.3792,Data Automation,Facebook Ads,Lead Generation,59470,5164,178,50720.12,964600.31
AD-5533,CAM-236,2026-05-08,Zimbabwe,Harare,-17.8292,31.0522,Process Optimisation,Facebook Ads,Digital Efficiency,26150,2835,548,39770.56,4398801.45
AD-4158,CAM-941,2026-05-08,Botswana,Maun,-19.9833,23.4167,Cybersecurity,Instagram Ads,Lead Generation,34059,3201,168,33346.2,2672684.23
AD-3055,CAM-366,2026-05-08,Botswana,Gaborone,-24.6282,25.9231,Cybersecurity,YouTube Ads,Market Expansion,64569,4913,355,20003.09,3600061.35
AD-4434,CAM-751,2026-05-08,Botswana,Francistown,-21.1702,27.5079,Cybersecurity,LinkedIn Ads,Market Expansion,4403,350,66,34956.67,482298.91
AD-1293,CAM-492,2026-05-08,Nigeria,Lagos,6.5244,3.3792,Forecasting Model,Instagram Ads,Lead Generation,15537,887,112,10857.33,1601293.74
AD-8841,CAM-323,2026-05-08,South Africa,Cape Town,-33.9249,18.4241,Forecasting Model,LinkedIn Ads,Growth Intelligence,36655,3819,181,38068.23,785755.72
AD-4439,CAM-153,2026-05-08,Namibia,Windhoek,-22.5609,17.0658,AI Chatbot,LinkedIn Ads,Digital Efficiency,71478,3979,603,28035.88,4088875.59
AD-4297,CAM-340,2026-05-08,South Africa,Cape Town,-33.9249,18.4241,BI Dashboard,Google Ads,AI Awareness,6586,636,30,35109.93,352565.82
AD-7233,CAM-997,2026-05-08,Kenya,Nairobi,-1.2921,36.8219,Forecasting Model,Facebook Ads,AI Awareness,68954,5188,452,27609.43,3153790.89
AD-1193,CAM-122,2026-05-08,South Africa,Johannesburg,-26.2041,28.0473,Forecasting Model,YouTube Ads,Market Expansion,13334,826,56,18183.93,684297.56
AD-8129,CAM-958,2026-05-08,Botswana,Maun,-19.9833,23.4167,Process Optimisation,YouTube Ads,Growth Intelligence,34182,3993,811,11792.19,4907325.46
AD-9863,CAM-610,2026-05-08,Botswana,Maun,-19.9833,23.4167,HR Analytics,Google Ads,AI Awareness,26022,3052,419,41999.81,3893279.93
AD-5301,CAM-376,2026-05-08,South Africa,Johannesburg,-26.2041,28.0473,BI Dashboard,LinkedIn Ads,Market Expansion,24323,457,66,6558.02,604292.69
AD-6480,CAM-851,2026-05-08,Kenya,Nairobi,-1.2921,36.8219,Data Automation,Instagram Ads,Market Expansion,24391,466,93,15046.11,1106732.66
AD-2657,CAM-627,2026-05-08,Zimbabwe,Harare,-17.8292,31.0522,HR Analytics,Instagram Ads,Digital Efficiency,21899,1987,202,46531.27,2976350.29
AD-4348,CAM-799,2026-05-08,South Africa,Cape Town,-33.9249,18.4241,BI Dashboard,YouTube Ads,Market Expansion,76151,1160,98,44858.11,451750.79
AD-1228,CAM-319,2026-05-08,Botswana,Francistown,-21.1702,27.5079,Process Optimisation,Instagram Ads,Digital Efficiency,48357,1988,384,42403.84,2077883.74
AD-9651,CAM-511,2026-05-08,Nigeria,Lagos,6.5244,3.3792,BI Dashboard,Instagram Ads,Lead Generation,62483,3678,430,11933.55,3555779.78
AD-6462,CAM-294,2026-05-08,Nigeria,Lagos,6.5244,3.3792,Data Automation,LinkedIn Ads,Growth Intelligence,40541,2507,404,48404.97,1953385.85
AD-1485,CAM-534,2026-05-08,Namibia,Windhoek,-22.5609,17.0658,Cybersecurity,YouTube Ads,Growth Intelligence,18274,1505,65,4207.79,938249.22
AD-7261,CAM-950,2026-05-08,South Africa,Cape Town,-33.9249,18.4241,Process Optimisation,LinkedIn Ads,Market Expansion,26985,1143,43,8935.62,681102.68
AD-5470,CAM-804,2026-05-08,Botswana,Francistown,-21.1702,27.5079,BI Dashboard,Google Ads,Digital Efficiency,54429,5077,933,33394.24,2703364.66
AD-7443,CAM-225,2026-05-08,Zimbabwe,Harare,-17.8292,31.0522,Process Optimisation,Instagram Ads,Lead Generation,40537,629,75,39485.04,1076314.06
AD-9898,CAM-124,2026-05-08,Botswana,Francistown,-21.1702,27.5079,Data Automation,Google Ads,Lead Generation,69233,7422,773,51919.21,2584915.08
AD-6698,CAM-840,2026-05-08,Botswana,Maun,-19.9833,23.4167,Forecasting Model,LinkedIn Ads,Digital Efficiency,15501,586,113,33750.26,1386414.91
